id;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16;w17;w18;w19;w20;w21;w22;w23;w24;w25;w26;w27;w28;w29;w30;państwo_oś;macierz_gospodarcze;macierz_społeczne;wykszt_ojca;wykszt_matki;rok_studiów;kierunek_studiów;praca;miejsc_pochodzenia;rok_urodzenia;płeć
g76;2;1;1;2;2;2;1;1;1;2;1;3;2;2;2;1;1;3;1;1;1;2;2;1;2;;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;energetyka;;3;94;2
g77;2;1;2;3;1;3;2;2;3;1;3;1;3;1;2;1;3;1;3;1;1;2;1;1;1;1;2;1;2;2;2;1;2;2;1;2;2;2;1;1;2;1;1;1;2;1;2;1;1;2;1;1;2;5;3;3;5;5;2;energetyka;2;2;94;2
g78;2;2;2;1;1;1;2;2;1;1;2;1;1;1;2;1;2;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;2;2;1;1;2;2;1;2;2;1;1;1;2;1;2;1;1;2;1;1;2;7;2;2;4;5;2;energetyka;1;2;94;2
g79;2;1;2;1;2;1;2;3;3;1;2;1;3;3;1;1;2;1;3;3;3;3;1;1;1;1;1;;;;1;;;;;;;2;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;;;;;;2;energetyka;;;;
g80;2;2;2;2;1;3;2;1;1;3;1;2;1;1;2;2;1;1;1;1;1;2;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;4;5;2;energetyka;1;1;94;1
g81;1;1;2;2;2;2;1;1;3;3;1;3;2;2;3;3;1;2;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;2;2;2;2;1;1;1;2;1;2;2;1;1;1;1;2;3;4;3;6;5;2;energetyka;2;;94;2
g82;2;1;1;2;2;2;2;1;2;1;2;2;1;1;1;1;1;3;3;1;1;2;1;1;1;2;2;2;1;1;1;2;2;1;1;2;1;2;1;2;1;2;1;1;1;2;1;1;1;1;2;1;1;;;;;;2;energetyka;2;3;94;1
g83;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;1;2;1;1;2;2;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;4;2;3;5;;2;energetyka;3;1;94;2
g84;2;2;1;2;2;2;1;1;;2;2;3;3;1;2;2;1;2;1;1;1;2;1;1;2;2;2;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;4;3;5;2;energetyka;1;2;94;2
g85;2;1;2;2;1;1;2;2;2;2;2;3;1;1;2;1;1;1;1;2;2;2;1;1;2;1;1;2;2;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;1;1;2;7;2;2;4;5;2;energetyka;2;2;94;2
g86;2;1;2;3;1;1;2;2;3;1;2;1;3;1;2;1;1;1;3;1;1;3;1;1;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;6;sam środek;;6;5;2;energetyka;1;4;94;2
g87;2;1;2;2;1;3;1;2;3;1;2;1;3;2;;;;;;;;;;1;2;2;1;1;2;2;2;1;1;2;1;2;2;1;1;2;1;1;1;1;2;1;1;2;1;2;1;1;2;5;2;4;6;5;2;energetyka;3;4;94;2
g88;3;2;1;2;2;2;1;1;1;2;1;2;2;2;3;2;1;2;1;1;1;2;1;1;1;2;2;1;1;2;2;1;1;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;2;energetyka;3;2;94;2
g89;2;1;1;2;1;2;3;1;2;2;1;1;3;1;3;1;1;2;1;1;1;2;1;1;1;;2;1;2;2;2;1;2;1;1;1;2;2;1;2;1;2;1;1;2;;2;1;1;2;1;1;2;3;3;2;4;4;2;energetyka;1;1;94;1
g90;2;2;2;1;2;1;2;2;2;1;2;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;1;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;1;2;1;1;2;1;2;3;4;;3;3;1;malarstwo (m);3;2;84;2
g91;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;2;1;2;2;2;1;2;2;1;1;2;2;1;2;1;1;2;1;1;1;1;1;1;2;2;1;2;5;ludzie nie rozumieją, o co chodzi :);;3;5;1;malarstwo (m);3;4;91;1
g92;2;2;2;1;1;3;2;2;2;1;2;1;1;1;2;3;1;3;3;1;3;3;1;1;2;2;1;1;2;1;1;2;2;1;1;2;2;1;1;2;2;2;1;1;2;1;2;1;2;1;2;1;1;5;4;1;2;3;1;malarstwo (m);3;2;92;2
g93;2;2;1;1;3;3;1;1;1;1;3;1;1;1;3;3;3;3;3;3;3;3;1;1;1;1;1;2;2;1;1;1;2;1;1;2;1;2;1;2;1;2;1;2;2;1;1;1;1;1;2;1;1;5;centrum;centrum;3;3;1;malarstwo (m);3;3;94;
g94;1;2;2;1;1;1;3;2;3;1;2;1;1;1;2;1;3;1;2;1;3;3;3;1;1;2;2;2;1;1;1;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;7;b;b;5;5;1;malarstwo (m);2;2;95;1
g95;2;2;2;3;3;1;2;3;2;1;3;1;3;1;3;1;1;3;3;1;2;2;1;1;2;1;1;1;2;1;2;1;2;2;2;1;1;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;6;3;2;5;5;1;malarstwo (m);2;4;93;1
g96;2;2;2;1;1;1;2;1;2;3;2;1;1;1;2;1;1;2;2;1;1;3;1;1;2;1;2;2;2;1;1;1;2;1;1;1;2;2;1;2;1;2;2;1;2;1;1;1;1;2;2;1;2;5;3;2;5;5;1;malarstwo (m);2;4;95;1
g97;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;1;2;2;1;2;5;3;3;3;4;1;malarstwo (m);2;2;95;1
g98;1;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;1;1;2;2;4;4;5;5;2;fir;2;4;94;2
g99;2;;2;1;;2;1;;2;1;1;1;1;1;2;2;;3;3;1;1;;;1;;;;1;;2;2;1;1;2;1;1;2;2;1;2;1;1;2;1;2;2;2;;;;1;;;3;3;2;5;5;2;fr;2;3;94;2
g100;1;2;2;2;1;2;1;3;2;2;3;2;2;1;1;1;1;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;1;1;1;2;1;1;2;2;3;3;4;4;2;fir;1;2;94;2
g101;1;2;2;1;2;2;2;1;3;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;2;1;2;1;1;2;2;1;2;1;1;1;1;2;1;2;1;1;2;1;2;1;1;1;1;2;1;2;1;5;;;;;2;f;3;;94;1
g102;2;1;1;2;3;2;1;;2;2;1;1;2;1;2;2;1;2;1;1;1;3;1;1;2;1;2;2;2;2;2;1;2;1;1;1;2;2;2;2;1;2;1;1;2;2;2;1;1;2;2;1;2;3;2;2;4;5;2;f;3;2;94;1
g103;2;2;2;1;1;3;3;2;2;3;2;1;1;1;3;1;1;1;3;1;1;1;1;1;2;2;2;1;2;2;2;1;1;2;1;1;2;2;1;2;1;2;2;1;1;2;1;2;1;2;2;1;2;7;3;3;3;3;2;f;2;1;94;1
g104;2;1;2;2;2;2;2;1;1;2;2;1;3;1;2;1;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;1;1;2;3;3;2;3;3;3;f;2;2;93;1
g105;2;2;2;2;2;2;2;1;1;2;1;1;3;1;2;1;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;1;1;2;1;2;1;1;1;1;2;2;2;1;1;2;1;1;2;3;3;2;4;5;3;f;2;3;94;1
g106;1;2;2;2;1;2;1;1;1;2;1;2;2;2;2;1;1;2;1;1;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;2;2;2;1;2;1;2;1;1;2;2;1;1;1;1;1;1;2;4;3;3;5;5;2;f;2;2;94;2
g107;2;2;2;2;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;1;1;2;2;1;1;1;1;2;1;2;2;1;1;2;1;1;2;1;2;2;1;2;;1;2;2;2;1;2;1;1;1;2;2;4;3;5;5;3;f;2;2;93;2
g108;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;1;1;1;2;1;1;1;6;3;4;3;5;2;f;3;1;94;1
g109;1;2;2;2;1;2;1;1;1;2;1;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;2;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;3;4;4;5;2;f;2;4;94;1
g110;2;1;1;1;2;2;3;3;3;2;2;3;3;3;2;2;3;3;3;;2;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;1;2;2;1;2;2;1;6;3;3;5;5;2;f;1;4;94;1
g111;2;2;1;1;2;2;2;1;2;1;2;1;1;1;2;2;1;2;1;1;1;2;1;1;2;1;2;1;2;1;2;1;2;1;1;2;1;2;1;1;1;1;2;1;2;1;1;1;1;2;1;1;2;4;3;3;3;3;2;f;2;4;94;2
g112;1;2;2;2;1;2;1;1;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;1;;1;2;;2;2;2;1;1;1;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;;1;1;2;3;4;4;4;5;3;f;2;2;93;2
g113;2;1;2;2;1;1;2;2;3;2;2;2;2;1;2;1;1;1;2;1;1;2;2;1;2;1;2;2;2;2;2;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;1;1;2;7;2;2;4;4;3;f;2;2;93;1
g114;2;2;2;2;1;2;1;1;2;1;1;2;2;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;2;2;1;2;1;1;1;1;2;2;2;1;1;2;1;1;2;3;3;3;3;4;2;f;2;4;94;1
g115;2;1;2;2;1;1;2;3;3;2;2;3;1;1;2;1;1;1;2;1;1;2;3;1;;1;2;1;2;2;2;1;2;1;1;2;1;2;1;2;1;2;2;1;2;2;1;1;1;2;1;1;2;6;3;4;3;4;2;f;2;4;93;2
g116;2;2;2;2;1;2;1;1;2;2;1;3;1;2;1;1;1;3;1;1;1;2;2;1;1;1;2;2;1;2;2;1;1;2;1;1;;2;1;2;1;2;2;1;2;2;1;1;1;2;1;1;2;3;4;2;6;5;2;f;2;4;94;2
g117;2;1;2;2;2;2;2;2;2;1;2;3;2;1;2;1;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;1;1;1;1;1;1;2;1;2;2;1;2;1;2;2;1;1;1;2;1;1;2;3;3;1;5;5;2;f;2;3;94;2
g118;2;1;1;1;1;2;2;2;2;1;2;1;1;1;2;1;1;2;1;1;2;2;1;1;2;1;2;1;2;2;2;1;1;2;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;4;2;2;3;4;2;f;2;3;94;1
g119;2;2;2;1;2;1;2;1;2;1;2;1;1;1;2;1;1;1;2;1;1;3;3;1;1;1;1;2;1;1;2;2;1;2;2;2;1;2;1;1;1;2;1;1;2;2;1;1;2;1;1;1;2;8;4;1;5;3;3;f;2;4;92;1
g120;2;1;2;1;1;2;2;2;2;3;2;1;1;1;2;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;4;4;2;5;5;2;f;2;4;94;1
g121;2;1;2;3;2;2;3;2;3;2;2;3;1;1;2;2;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;1;2;2;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;3;3;2;4;4;2;f;2;;94;1
g122;2;1;1;2;1;2;3;1;2;1;2;1;1;1;2;1;1;2;1;1;1;2;3;1;1;1;2;2;1;1;2;1;2;1;1;1;1;2;1;2;1;2;1;1;2;1;2;1;1;2;1;1;2;5;4;3;5;4;2;f;2;2;94;1
g123;2;1;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;1;1;1;1;1;2;5;2;2;5;5;2;f;1;4;94;
g124;2;1;2;2;1;2;1;2;2;2;2;3;2;1;2;1;3;2;1;1;1;2;1;1;2;1;2;2;2;2;1;1;2;2;1;1;2;2;2;1;1;2;1;1;2;2;1;1;1;2;1;1;1;2;3;2;5;5;2;f;2;3;94;2
g125;1;2;2;1;2;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;2;1;1;2;1;1;1;2;1;2;2;2;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;4;3;3;3;5;2;f;2;2;94;1
g126;1;1;2;2;1;2;2;1;1;1;2;1;1;1;2;1;1;2;1;1;1;3;1;1;2;1;2;2;2;2;2;1;2;1;1;2;1;2;1;2;1;2;1;1;2;2;1;1;1;2;2;1;2;;3;3;5;5;;;;;;
g127;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;2;1;2;1;1;2;2;1;1;1;1;1;2;2;;;;;;2;f;2;4;94;2
g128;2;2;2;1;1;2;2;3;2;1;2;2;1;1;3;3;3;1;3;1;2;2;1;1;2;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;1;2;2;1;2;2;2;1;2;1;1;1;2;7;3;3;4;5;2;f;1;1;94;1
g129;2;2;3;1;1;1;2;1;1;2;2;1;1;1;2;1;2;2;1;1;1;2;3;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;1;1;1;2;2;1;1;;1;1;1;2;5;3;2;5;4;3;f;3;2;93;2
g130;2;2;2;2;1;2;2;2;2;1;2;2;1;1;3;1;1;2;1;1;1;2;2;1;2;1;2;1;2;2;2;1;2;1;1;1;2;2;1;2;1;2;1;1;2;2;1;1;1;1;2;1;2;4;3;2;4;4;2;f;2;4;94;1
g131;2;1;3;1;1;2;2;2;2;1;2;1;1;1;2;1;3;3;3;1;2;2;1;1;1;1;2;1;2;2;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;5;3;2;5;5;3;f;2;4;93;1
g132;2;3;2;2;1;1;3;2;2;;2;2;3;1;2;1;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;1;1;2;5;3;3;3;3;2;f;2;2;94;2
g133;1;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;3;;;5;5;2;f;1;1;94;1
g134;1;2;2;2;2;2;3;2;3;2;1;1;3;3;2;3;1;1;3;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;1;2;2;1;1;1;2;1;2;1;2;1;1;1;1;1;2;1;2;4;;;3;5;2;f + prawo;2;1;94;1
g135;1;2;3;2;1;2;2;2;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;f;2;4;95;1
g136;1;2;2;2;2;2;1;1;1;2;1;2;2;1;2;2;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;1;2;1;1;1;1;2;2;1;1;1;2;1;1;2;2;4;3;5;5;2;f;2;4;94;2
g137;1;2;3;1;3;2;2;1;1;1;2;3;1;1;1;3;1;3;1;1;1;2;1;1;2;2;2;1;2;2;2;1;2;2;1;1;2;2;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;3;3;3;5;5;2;f;2;4;94;1
g138;2;1;3;1;1;2;2;3;2;2;2;3;1;1;2;1;1;1;1;2;2;3;1;1;2;1;2;1;2;2;2;1;1;2;1;1;2;2;1;2;1;1;1;1;2;2;1;1;1;2;1;1;2;4;3;1;3;4;2;f;2;1;94;2
g139;2;2;3;2;1;3;2;2;2;1;1;1;2;2;2;1;2;1;1;1;3;1;1;1;2;2;2;1;2;2;1;1;2;1;1;2;1;2;1;2;1;2;1;1;2;2;1;1;1;2;1;1;2;2;4;2;5;3;3;f;1;4;92;1
g140;1;2;2;3;2;2;3;3;1;1;3;1;1;1;1;2;3;2;3;3;2;3;2;2;1;1;1;2;1;2;1;1;1;2;2;1;1;2;2;1;1;1;2;2;1;1;1;2;2;1;2;2;1;2;;;5;5;3;zarzadzanie;3;4;93;1
g141;2;2;2;2;1;1;2;1;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;1;2;2;1;1;2;1;1;1;2;1;1;2;1;1;1;1;2;1;2;1;3;3;2;5;5;3;f;3;4;93;1
g142;2;1;3;1;2;2;2;2;1;1;2;1;1;1;2;1;1;3;2;1;1;3;1;1;1;1;2;1;1;2;1;1;2;1;1;1;2;2;1;1;2;2;1;1;1;1;1;2;1;1;2;1;1;4;3;3;5;5;3;f;3;3;93;1
g143;2;2;3;3;1;2;1;1;1;2;1;1;3;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;1;1;1;2;1;1;1;2;1;2;2;1;2;1;2;2;1;1;1;2;1;1;2;3;4;4;3;3;3;f;2;2;93;2
