id;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16;w17;w18;w19;w20;w21;w22;w23;w24;w25;w26;w27;w28;w29;w30;państwo_oś;macierz_gospodarcze;macierz_społeczne;wykszt_ojca;wykszt_matki;rok_studiów;kierunek_studiów;praca;miejsc_pochodzenia;rok_urodzenia;płeć
97;1;2;1;2;2;1;1;1;1;2;1;2;1;2;1;2;2;2;1;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;;;1;2;;2;1;1;1;;1;;;;;;;5;2;2;4;4;2;MST;1;4;1994;2
98;1;2;1;2;2;2;1;1;1;1;1;2;1;2;1;2;2;1;2;1;2;1;1;1;2;1;2;2;1;2;2;1;2;2;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;3;4;3;6;6;2;MST;2;5;1992;2
99;2;2;1;1;2;1;1;1;3;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1;1;1;2;1;1;1;1;1;1;2;6;3;3;5;5;2;MST;2;3;1994;2
100;1;1;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;1;2;1;1;1;2;2;2;1;1;1;1;;2;;2;1;2;2;1;2;1;2;2;1;1;2;2;1;1;1;1;1;2;6;3;4;5;5;2;SOCJO A;2;3;1994;1
101;1;2;1;2;2;2;1;1;1;1;1;2;2;2;1;2;3;3;1;1;1;1;3;2;1;1;1;2;1;1;1;1;2;2;1;;;;2;2;1;;;1;2;2;1;;;;;1;1;6;4;4;3;3;2;SOCJO A;2;;1993;2
102;1;2;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;;1;1;1;1;4;4;3;3;3;1;SOCJO A;2;5;1993;2
103;1;2;1;2;3;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;2;1;2;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;2;1;1;2;6;3;3;4;5;1;SOCJO;2;2;1995;1
104;1;2;1;1;2;3;2;2;1;2;1;2;2;2;1;2;2;2;3;2;2;2;1;2;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;2;1;1;2;1;2;8;3;4;5;6;1;SOCJO;3;5;1994;2
105;2;2;3;1;3;1;1;1;3;1;1;2;3;2;1;3;3;2;2;2;3;1;2;1;2;2;2;2;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;2;2;2;1;2;1;1;1;1;2;4;3;3;5;5;2;SOCJO;1;5;1994;1
106;2;3;1;1;3;3;1;1;1;2;1;2;3;2;1;3;2;3;3;3;3;3;3;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;1;1;2;1;1;1;1;5;3;2;6;5;2;SOCJO A;1;4;1994;1
107;2;3;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;1;2;1;1;2;1;2;2;1;1;2;2;1;1;2;1;1;2;1;2;1;2;;1;2;3;3;2;5;5;2;SOCJO A;2;;1995;1
108;1;1;1;2;2;2;1;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1;2;1;2;2;1;2;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;2;1;2;1;1;2;4;3;3;5;5;2;SOCJO P;3;5;1994;1
109;1;1;1;2;2;1;1;1;2;1;1;2;2;2;1;2;2;2;1;1;1;1;1;2;2;1;1;1;2;1;1;2;2;2;2;1;1;2;2;2;1;2;2;1;1;2;1;2;1;2;1;1;2;8;2;2;5;4;2;SOCJO P;1;4;1994;1
110;2;2;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;3;1;1;1;1;2;1;2;2;1;1;1;2;1;2;2;2;2;1;2;1;2;1;1;1;2;2;2;1;2;1;2;2;1;2;4;3;3;5;5;2;SOCJO P;1;5;1993;1
111;2;2;1;2;3;3;1;1;3;2;1;3;3;2;2;2;3;3;3;2;2;3;2;2;2;;1;;1;1;2;2;1;2;2;2;1;1;1;2;1;1;2;2;2;2;1;1;1;2;2;1;2;;;;4;4;2;SOCJO P;1;4;1994;1
112;1;1;1;2;3;2;1;1;1;1;1;2;2;2;3;3;2;2;3;3;3;3;2;1;2;2;2;1;1;2;1;1;2;2;2;1;1;2;1;1;2;2;1;2;1;1;1;1;1;2;2;1;1;8;3;3;6;6;1;SOCJO P;1;;1995;1
113;1;2;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;3;2;2;1;1;2;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;1;1;7;2;2;4;4;2;SOCJO P;3;2;1994;1
114;1;2;1;2;2;2;3;1;1;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;1;1;2;2;1;2;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;1;10;1;1;4;5;2;SOCJO P;1;3;1992;2
115;1;3;1;1;1;2;1;1;1;1;1;2;1;2;1;2;3;2;2;3;2;1;2;1;2;1;2;2;1;1;1;2;1;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;1;1;2;1;2;5;3;2;6;5;1;SOCJO P;1;5;1995;1
116;2;2;1;2;1;2;1;3;3;1;1;1;1;2;2;2;2;2;1;1;1;1;2;1;2;;2;2;;;1;;2;;1;;;;2;2;;2;2;1;1;;;;2;2;2;1;1;6;;;5;4;2;SOCJO P;2;5;1996;1
117;1;2;3;2;1;3;1;3;3;2;1;2;3;2;1;2;2;3;3;3;2;1;2;2;2;1;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;6;3;3;4;4;2;SOCJO P;1;5;1994;1
118;2;2;1;2;2;1;1;1;1;1;1;2;1;2;3;2;2;3;3;2;2;3;1;1;1;1;1;2;2;1;2;1;1;2;1;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;1;1;2;7;3;3;4;5;2;SOCJO P;1;5;1994;1
119;2;3;1;1;3;1;1;1;3;3;2;2;1;2;2;3;2;2;3;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;3;4;4;5;5;2;DZIENN;1;3;1993;2
120;2;1;2;2;2;2;2;2;1;3;1;2;3;1;3;1;2;2;3;2;2;1;2;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;2;1;1;1;7;3;3;5;4;1;DZIENN;;4;1995;1
121;2;2;1;1;1;1;1;2;1;1;2;1;1;2;1;2;2;2;2;1;2;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;1;2;2;2;1;1;2;1;1;2;2;1;1;1;1;1;2;2;3;3;6;6;2;DZIENN;2;3;1995;2
122;2;1;1;2;1;1;1;2;2;1;2;2;2;1;2;2;2;1;2;1;1;2;1;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;0;4;1;3;5;2;POLIT;1;3;1992;2
123;1;2;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;1;1;2;1;2;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;4;3;3;5;4;1;POLIT;;3;1995;2
124;1;2;1;2;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;3;1;2;1;2;1;1;1;1;2;1;1;2;1;1;2;2;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;5;3;3;4;4;2;POLIT;3;3;1994;1
125;1;2;1;2;2;2;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2;;1;1;;2;1;2;2;1;1;1;1;2;;1;1;2;1;1;2;6;3;4;3;3;3;INF;1;;1992;2
126;1;3;1;1;2;2;1;2;1;2;1;2;2;2;2;3;3;2;2;2;2;3;3;1;1;1;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;1;1;2;3;3;3;5;4;3;INF;1;;1992;2
127;2;1;3;1;2;3;1;1;2;2;1;2;3;2;1;2;2;2;3;2;2;1;2;1;1;2;1;1;1;1;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;4;3;3;5;4;3;INF;3;;1993;2
128;2;1;3;1;1;1;2;2;2;1;2;1;1;2;2;3;2;1;2;2;2;;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;1;1;2;2;4;3;5;5;3;INF;2;;1993;2
129;1;2;1;1;1;1;2;1;3;2;1;2;2;2;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;2;2;2;1;;1;1;;2;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;3;3;3;5;5;3;INF;3;;1993;2
130;2;1;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;1;3;1;3;1;1;1;2;1;2;;2;2;2;;;;1;1;;;1;;2;1;1;1;1;2;2;;1;2;2;1;2;3;4;3;4;5;2;INF;1;;1994;2
131;2;2;1;1;2;1;2;2;1;1;2;2;2;2;1;2;2;1;3;2;2;1;2;1;1;1;2;1;2;2;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;1;2;3;4;6;5;2;INF;2;;1993;1
132;3;3;1;1;1;1;1;1;1;2;1;1;2;2;1;3;2;1;3;1;2;1;3;1;1;1;2;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;;1;1;2;1;1;2;6;3;3;5;5;3;INF;1;;1992;2
133;1;2;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;1;2;1;2;1;2;1;2;2;2;1;2;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;3;3;2;4;3;3;INF;1;;1992;2
134;2;2;2;1;2;1;1;1;3;1;1;2;1;2;1;2;2;1;2;1;1;1;1;1;2;;2;1;1;;2;2;;;1;1;;;1;2;1;1;2;1;1;2;;;1;2;;1;2;2;2;4;6;6;3;INF;3;;1988;2
135;1;2;1;2;2;3;3;3;1;3;1;2;2;2;3;2;2;2;2;1;1;3;3;;2;;2;;2;;;;;;2;;;;;2;;;;1;1;2;;;1;;;1;;5;4;1;5;5;3;INF;1;;1992;2
136;2;2;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1;1;;1;2;1;1;1;1;1;2;2;1;1;2;1;1;2;3;3;3;3;4;3;INF;2;;1992;2
137;2;2;1;1;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;2;2;1;2;2;1;;2;;1;1;2;1;2;;1;1;;;;2;1;1;1;1;1;2;1;1;1;2;1;1;2;2;4;4;4;5;3;INF;1;;1992;2
138;3;2;1;1;2;1;1;2;1;2;1;2;1;2;2;2;2;1;2;1;1;1;1;1;2;;1;1;1;1;2;1;2;;1;1;;;1;2;1;1;1;1;1;2;1;;1;2;1;1;2;3;3;2;6;6;3;MAT;1;;1987;2
139;1;3;1;2;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;1;2;1;1;1;2;2;1;1;2;2;1;2;1;2;2;1;2;2;1;2;1;1;2;1;2;8;2;3;5;5;3;INF;2;;1992;1
140;3;1;3;3;1;1;3;1;1;2;1;2;3;2;1;1;2;2;2;2;2;1;2;;1;1;1;2;;;2;;;;;1;;;1;2;2;1;;1;1;2;;;;;;;;2;;;3;4;2;INF;2;;1992;2
141;2;3;1;1;1;1;1;1;1;2;1;3;3;2;1;3;2;3;3;1;2;1;2;;;1;1;;;;2;;;;1;1;;1;1;;;;1;1;2;;;2;;2;;1;2;5;2;2;4;5;2;INF;3;;1994;1
142;2;2;1;2;2;1;1;1;1;2;1;2;2;2;3;2;2;2;2;1;1;1;1;1;1;1;2;1;1;2;2;;1;;1;1;;;1;2;1;1;1;1;1;2;;;1;2;1;1;2;4;4;2;4;4;3;INF;;;;2
143;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INF;;;;
144;1;2;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;7;2;2;3;6;3;INF;1;;1991;2
145;1;2;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;3;1;1;1;1;1;2;;2;;;1;2;;;;1;1;;;1;2;;1;1;1;1;2;;;1;;1;1;;5;4;1;6;6;2;INF;1;;1995;2
146;2;2;1;1;2;1;1;2;1;1;1;2;1;2;1;2;2;2;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;1;1;2;2;1;1;2;2;1;2;5;4;2;4;4;2;INF;1;;1993;2
147;2;2;2;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;3;3;4;4;5;2;INF;2;;1993;2
148;1;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;1;1;2;1;2;2;1;2;;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;1;1;2;4;3;3;4;4;2;INF;1;;1993;2
149;1;3;1;2;3;1;1;1;2;3;1;2;2;2;3;2;2;3;2;3;3;1;3;2;1;;1;1;1;1;2;2;2;;2;1;;;;2;2;;1;1;2;;;;;;1;1;2;3;4;3;5;4;3;INF;1;;1992;2
150;1;2;1;1;2;1;1;2;1;2;1;2;3;3;3;2;2;2;2;1;2;1;3;2;2;1;1;2;1;2;2;;2;1;1;1;;;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;4;3;1;6;6;2;INF;3;;1984;2
151;1;2;1;2;2;3;1;1;1;2;1;2;1;2;1;2;2;2;1;1;1;1;1;1;1;;;;;;2;;;;;;;;;2;;;1;;1;;;;1;;1;1;;5;2;2;5;5;2;SOCJO;1;;1993;2
152;1;2;3;2;2;3;1;3;3;2;1;2;2;2;1;2;3;3;3;3;3;3;2;1;2;2;2;1;1;1;2;1;2;2;1;1;2;2;1;2;1;2;2;1;1;2;1;1;2;2;2;1;1;4;;;3;4;2;SOCJO;1;;1995;1
153;1;3;3;3;3;1;3;3;1;3;1;3;3;3;3;3;3;3;3;3;3;3;3;1;1;2;2;1;1;1;1;1;2;1;1;2;1;1;2;2;1;2;2;1;1;2;1;2;1;2;1;1;1;4;3;3;6;4;2;SOCJO;2;;1993;1
154;2;2;1;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;2;1;1;3;2;1;1;2;2;1;1;2;2;1;2;2;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;2;2;1;2;5;3;2;5;5;2;SOCJO;1;;1993;1
155;2;2;1;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;2;1;2;1;2;1;2;1;1;2;1;1;1;2;1;1;1;2;2;2;1;1;1;2;2;1;2;3;4;3;4;4;3;RELIGIONISTYKA;3;;1992;2
156;1;2;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;3;1;1;2;2;1;2;2;2;2;1;2;2;1;2;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;8;2;1;5;4;2;SOCJO;1;;1993;2
157;1;2;1;2;2;1;1;3;1;2;1;2;2;2;3;2;2;2;2;1;1;3;1;1;1;1;1;1;2;2;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;1;2;1;1;2;6;2;2;5;5;2;SOCJO;1;;1994;2
158;2;2;3;1;2;1;2;1;1;1;2;2;2;2;1;2;2;1;1;1;2;1;1;;2;;2;1;2;;2;1;2;2;2;1;;;1;2;1;1;2;1;1;2;1;2;1;;1;1;2;;4;2;5;5;2;KOMUNIKACJA PR;2;5;1993;2
159;1;3;1;2;3;3;1;1;1;2;1;2;2;3;1;2;3;2;3;3;3;3;2;2;1;1;2;;2;2;;;;1;2;;;;;2;1;1;;2;1;;1;;;;;2;;5;;;6;4;2;KOMUNIKACJA PR;2;5;1993;1
160;2;2;3;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;;2;1;1;2;2;;2;;;;1;;1;1;2;1;1;;;;1;1;2;1;;5;3;3;5;4;2;KOMUNIKACJA PR;3;3;1994;1
161;1;2;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;2;2;3;1;1;1;2;1;2;2;1;2;2;1;1;1;1;2;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;1;2;1;3;3;6;6;2;KOMUNIKACJA PR;3;5;1993;2
162;2;1;1;3;2;3;1;1;1;2;1;2;2;2;1;2;2;3;1;3;2;1;2;2;2;2;1;1;1;2;1;1;2;;2;1;;2;1;2;1;1;1;1;;2;2;;1;2;1;1;2;7;3;3;4;5;3;KOMUNIKACJA PR;3;3;1993;1
163;2;1;1;1;2;1;1;2;3;2;2;2;3;2;2;1;2;1;3;1;3;1;2;2;1;2;1;2;1;1;1;2;2;2;1;1;2;2;1;2;2;1;1;1;1;2;1;1;2;2;2;1;1;4;3;3;4;5;2;KOMUNIKACJA PR;3;5;1994;1
164;2;2;1;1;3;1;1;1;2;2;1;2;3;2;1;3;2;2;3;1;1;1;2;1;1;;2;2;1;1;2;;2;1;2;1;;1;1;2;;2;2;1;1;2;1;1;2;2;;1;;6;;;5;5;3;KOMUNIKACJA PR;2;5;1990;2
165;2;2;1;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;2;1;2;2;2;;1;2;;1;;;;1;;;;2;2;;2;1;1;2;;;;1;2;;1;2;7;3;4;4;4;2;KOMUNIKACJA PR;1;1;1993;1
166;1;3;1;2;3;1;1;1;1;1;1;2;3;2;3;2;2;3;3;3;3;3;3;1;1;1;1;1;1;2;2;;2;;2;;2;2;1;2;;1;;1;1;;1;;;1;;;;5;3;3;5;4;2;KOMUNIKACJA PR;2;5;1993;1
167;2;2;2;2;2;1;1;1;2;1;1;2;1;2;1;2;2;2;2;2;3;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;1;1;2;2;3;3;3;5;5;2;KOMUNIKACJA PR;2;5;1994;1
168;2;2;1;1;2;1;1;1;3;1;1;2;1;2;1;2;2;2;2;2;1;1;3;2;1;2;2;2;2;1;2;1;1;1;1;1;2;2;1;2;1;1;1;1;1;2;1;2;1;2;1;1;2;3;3;2;4;4;3;KOMUNIKACJA PR;2;5;1993;1
169;1;2;1;2;2;3;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;2;2;2;2;2;1;1;2;1;1;2;1;1;1;2;1;1;2;3;3;3;5;4;2;KOMUNIKACJA PR;1;3;1994;2
170;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;2;1;1;2;1;;;;1;2;1;;1;1;1;2;1;;;1;1;1;2;6;;;4;3;2;KOMUNIKACJA PR;2;5;1992;1
171;1;2;1;2;1;2;1;1;1;1;1;2;1;2;1;2;1;2;2;3;3;3;3;2;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;1;1;2;2;2;1;1;5;;;4;3;2;KOMUNIKACJA PR;1;5;1993;2
172;1;1;1;2;2;2;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;1;2;1;1;2;1;1;1;1;2;1;2;2;1;1;;;1;2;1;1;1;1;1;;2;;1;2;;1;2;3;3;3;5;5;2;KOMUNIKACJA PR;2;5;1994;1
173;2;2;1;1;2;1;1;1;2;1;3;2;1;3;3;1;2;2;3;2;2;3;3;2;1;1;2;1;2;2;2;1;2;2;1;1;;;1;;1;1;2;1;1;2;2;;2;;;1;2;4;4;2;5;4;2;KOMUNIKACJA PR;3;5;1992;1
174;1;2;1;1;1;1;1;1;3;1;1;3;1;2;1;2;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;;;1;;; ;1;2;1;1;1;1;1;2;1; ;1; ;2;1;2;3;3;3;6;4;2;KOMUNIKACJA PR;3;5;1993;2
175;2;2;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;3;2;2;1;1;1;2;1;1;1;2;1;2;1;;;1;;;;1;2;;1;1;1;1;2;;2;1;1;;1;2;2;4;2;4;5;2;KOMUNIKACJA PR;2;4;1993;1
176;3;3;1;2;3;2;1;1;1;1;1;2;3;2;1;3;2;3;3;2;2;3;2;1;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;2;1;1;;1;2;5;3;2;6;4;2;KOMUNIKACJA PR;2;5;1993;1
177;2;3;1;1;2;1;1;1;1;1;1;2;3;2;1;3;2;2;3;1;3;3;1;2;2;1;1;1;1;2;1;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;1;2;5;2;2;3;4;2;KOMUNIKACJA PR;1;3;1994;1
178;3;3;3;3;3;1;1;1;1;1;1;2;3;2;1;3;2;2;2;3;3;3;3;2;2;1;1;;2;2;2;;2;2;;;2;;1;2;1;2;2;1;1;2;2;;;;;;;3;3;3;5;4;2;KOMUNIKACJA PR;1;2;1993;1
179;1;2;1;2;2;1;1;1;3;1;1;2;1;2;1;2;2;2;3;2;2;1;1;2;2;1;1;2;1;2;2;1;2;2;1;;;;1;2;1;2;1;1;1;2;2;2;1;1;2;1;2;3;2;2;3;4;2;KOMUNIKACJA PR;3;5;1993;2
180;2;2;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;2;1;1;2;2;;1;;2;2;;1;;1;1;2;;2;1;2;1;1;2;1;1;;;2;1;2;;1;2;4;3;3;3;5;2;KOMUNIKACJA PR;3;2;1994;1
181;2;2;1;2;3;1;1;1;1;1;1;2;2;3;1;2;2;2;1;1;2;1;3;1;2;2;2;2;1;2;2;1;2;2;1;1;1;2;1;2;2;1;1;1;1;2;1;2;1;2;1;1;2;5;;;5;5;3;DEMOGR;2;2;1993;2
182;2;2;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;1;2;1;1;1;2;1;1;1;2;1;1;2;5;3;3;3;4;2;SOCJO;2;5;1990;1
183;1;2;1;2;1;3;1;1;1;2;1;2;2;2;1;2;2;2;3;2;2;3;3;1;2;1;1;2;1;1;2;2;2;1;1;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;1;1;2;6;;;5;5;3;SOCJO;2;5;1991;1
184;1;2;1;2;3;1;1;1;2;1;1;2;1;2;1;2;2;2;2;2;3;1;3;2;1;1;1;1;1;1;2;1;2;1;2;2;1;2;;2;1;1;1;1;1;2;2;1;1;1;1;1;2;;;;5;5;3;SOCJO;3;5;1992;1
185;3;3;3;2;3;1;2;2;1;2;2;2;2;3;3;3;2;1;3;2;2;3;3;2;1;;1;2;1;1;1;2;1;;1;2;;;;1;1;1;;;2;2;1;;1;;;;1;5;3;3;2;3;2;SOCJO;3;5;;1
186;1;2;1;2;2;1;1;2;1;3;1;2;1;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;;3;;;6;5;3;SOCJO;3;5;1990;2
187;3;2;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;1;1;1;1;1;1;2;1;2;1;1;2;2;4;3;2;4;4;3;SOCJO;3;5;1991;2
188;2;2;1;2;2;2;1;2;1;3;1;1;1;2;1;2;2;2;3;1;1;1;3;1;2;1;1;2;1;1;2;2;2;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;7;;;5;5;4;SOCJO;3;5;1990;1
189;2;2;1;1;1;2;1;1;1;2;3;2;3;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;1;1;;2;2;1;2;;;1;2;1;2;1;1;1;2;1;;1;1;;1;2;0;4;3;4;4;3;SOCJO;1;1;1992;1
190;1;2;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;1;1;1;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;2;;;;5;5;3;DEMOGR;1;5;1993;1
191;2;1;1;2;3;2;1;1;2;2;1;2;2;2;1;2;2;2;1;2;3;1;1;2;2;1;1;1;1;2;2;2;2;1;2;1;1;1;1;1;2;2;2;1;2;2;1;1;2;1;1;2;2;5;;;5;5;2;INF;1;3;1994;1
192;1;2;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;;1;2;;2;1;2;1;1;1;1;1;2;2;;1;2;1;2;2;4;;;5;5;3;DEMOGR;3;5;1992;1
193;1;1;1;2;2;1;1;1;1;2;1;2;2;2;3;2;2;2;3;1;1;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;1;1;2;1;1;2;7;;;4;3;3;DEMOGR;2;5;1993;1
194;1;2;1;2;2;2;1;1;1;1;1;2;1;2;1;2;2;2;1;2;2;1;1;2;2;1;2;1;1;2;2;2;2;1;1;2;2;1;2;2;2;1;1;1;1;2;1;2;1;1;1;1;2;7;;;5;4;3;DEMOGR;1;3;1993;2
195;3;3;1;2;3;2;1;3;1;2;1;2;1;2;2;2;3;2;3;3;3;3;1;1;1;1;2;1;2;1;1;2;2;2;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;6;;;5;5;3;DEMOGR;2;3;;1
196;1;2;1;2;2;2;1;1;1;1;1;2;2;2;2;2;1;1;1;2;2;1;2;;2;1;2;2;1;2;1;1;2;1;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;4;;;5;4;3;DEMOGR;3;3;1992;1
197;3;3;1;2;2;3;1;1;1;2;1;2;2;2;1;2;2;3;3;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;1;2;2;1;1;1;1;2;1;2;1;2;1;1;2;3;;;6;5;3;DEMOGR;1;5;1993;1
198;1;2;1;2;2;2;1;1;3;2;1;2;2;2;1;2;2;2;3;1;2;1;1;1;2;1;2;2;1;2;2;2;1;1;2;2;1;1;1;1;2;1;2;1;2;2;1;1;1;2;1;1;2;;;;4;5;3;DEMOGR;2;5;1993;1
199;2;1;1;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;1;2;1;2;2;1;2;1;1;2;2;2;1;2;2;1;2;2;1;1;2;1;1;2;1;2;1;2;1;1;2;7;;;5;3;3;SOCJO;;;;1
200;1;2;1;2;2;1;1;3;2;2;1;2;2;2;2;2;2;2;3;2;2;1;2;1;1;2;2;1;1;1;1;1;2;2;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;2;1;2;2;7;;;3;4;2;DEMOGR;2;4;1993;1
